Date,Publication,Headline,URL,Categories,Topics,Major Ad Tech Companies,Retail Media Networks,Attribution Topics,Ad Formats,Agencies,Relevance Score,Summary
2026-07-02,Adweek,Marketing Vanguard at Cannes: Human Ingenuity Still Runs the Game ft. Dara Treseder,https://www.adweek.com/brand-marketing/marketing-vanguard-at-cannes-human-ingenuity-still-runs-the-game-ft-dara-treseder/,Industry/Business,"creative strategy, human creativity in advertising, brand trust, Cannes Lions",,,,,,2,"Dara Treseder discusses the enduring value of human creativity and trust in marketing at Cannes Lions 2026, arguing that human ingenuity remains central to the industry despite technological change."
2026-07-02,Adweek,Inside Julie Thompson&#8217;s Annual Thursday VIP Dinner Club &amp; Discotheque at Cannes Lions,https://www.adweek.com/brand-marketing/inside-julie-thompsons-annual-thursday-vip-dinner-club-discotheque-at-cannes-lions/,Industry/Business,"Cannes Lions, industry events, networking",,,,,,1,A feature piece about a VIP dinner and social event hosted by Julie Thompson at the Cannes Lions advertising festival.
2026-07-02,Adweek,Profound Launches an AI Agent to Manage End-to-End Marketing,https://www.adweek.com/media/profound-launches-an-ai-agent-to-manage-end-to-end-marketing/,"Technology, Industry/Business, Major Ad Tech Companies","AI agents, agentic workflows, marketing automation, AI-driven campaign management, token costs, end-to-end marketing",OpenAI/ChatGPT,,,,,6,"Profound has launched an AI agent designed to manage end-to-end marketing workflows, amid growing industry adoption of agentic AI and concerns about rising token costs."
2026-07-06,Digiday,In Graphic Detail: The state of streaming highlights the power of creators,https://digiday.com/media/in-graphic-detail-the-state-of-streaming-highlights-the-power-of-creators/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Ad Formats, Industry/Business","streaming content, creator economy, live streaming, audience engagement, personality-driven content",,,,Video,,3,An analysis of streaming platform viewership data showing that 'Just Chatting' personality-driven creator content is the dominant force behind views on major streaming platforms.
2026-07-06,Digiday,"Hot Ones creator Sean Evans on YouTube vs. TV, the interview boom and what comes next",https://digiday.com/media/hot-ones-creator-sean-evans-on-youtube-vs-tv-the-interview-boom-and-what-comes-next/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,Industry/Business,"creator economy, YouTube vs traditional TV, online video content, influencer marketing",,,,Video,,2,"Hot Ones host Sean Evans discusses the evolution of the creator economy, the rise of the interview format, and the ongoing comparison between YouTube and traditional television."
2026-07-06,Digiday,WTF is AI poisoning?,https://digiday.com/marketing/wtf-is-ai-poisoning/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Major Ad Tech Companies, Technology, Industry/Business, Privacy/Regulation","AI search, LLM search results, brand safety, AI poisoning, misinformation, search marketing, brand reputation","OpenAI/ChatGPT, Google",,,Search,,6,"AI poisoning is an emerging threat where competitors or bad actors manipulate LLM search results to spread misinformation about a brand's online profile, posing new risks for marketers investing in AI-driven search channels."
2026-07-06,Digiday,"Media Buying Briefing: It’s a world party at the World Cup, unless you’re looking to get in now",https://digiday.com/media-buying/media-buying-briefing-its-a-world-party-at-the-world-cup-unless-youre-looking-to-get-in-now/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Ad Formats","sports advertising, CTV advertising, broadcast TV advertising, media buying, upfront deals, sponsorships, live sports advertising, scatter market",,,,"CTV/OTT, Video",,4,"This article examines the advertising landscape around the 2026 FIFA World Cup, noting strong ratings and viewer enthusiasm but challenges for brands looking to buy in mid-tournament given locked-up inventory."
2026-07-06,Digiday,Agency bosses say the AI gap with clients is only getting wider,https://digiday.com/marketing/agency-bosses-say-the-ai-gap-with-clients-is-only-getting-wider/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Technology","AI adoption, agency-client relationships, AI knowledge gap, agency strategy",,,,,,4,Agency leaders express growing frustration over a widening AI knowledge and adoption gap between their organizations and their clients.
2026-07-03,Digiday,Electronic Arts is betting that in-game ads can out-earn CTV,https://digiday.com/marketing/electronic-arts-is-betting-that-in-game-ads-can-out-earn-ctv/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Ad Formats, Industry/Business, Technology","in-game advertising, programmatic advertising, ad tech stack, industry standards, CTV advertising, gaming media, proprietary ad technology",,,,"CTV/OTT, Display, Video",,7,"Electronic Arts has built a proprietary in-game advertising stack and is positioning itself to set industry standards, arguing that in-game ads can generate higher revenue than CTV advertising."
2026-07-03,Digiday,Future of Marketing Briefing: Why Bose is building an entertainment company,https://digiday.com/marketing/future-of-marketing-briefing-why-bose-is-building-an-entertainment-company/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,Industry/Business,"brand content strategy, in-house creative, entertainment marketing, brand-owned media",,,,,,2,Bose's CMO explains how launching an entertainment division and moving away from external creative agencies over the past five years are interconnected strategic decisions.
2026-07-02,Digiday,The rise of pharma ad tech,https://digiday.com/marketing/the-rise-of-pharma-ad-tech/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Major Ad Tech Companies, Industry/Business, Privacy/Regulation, Technology","pharma advertising, DSPs, SSPs, programmatic advertising, health data targeting, pharmaceutical ad tech, legacy platforms, ad tech disruption",,,,,,7,"Pharmaceutical-specific ad tech platforms are gaining traction in the healthcare advertising market, reportedly at the expense of traditional DSPs and SSPs that have historically served pharma advertisers."
2026-07-02,Digiday,Why brands are bringing creators to the World Cup sidelines,https://digiday.com/media/why-brands-are-bringing-creators-to-the-world-cup-sidelines/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Ad Formats","creator marketing, influencer marketing, sports sponsorship, branded content, social media content, live events",,,,"Social, Video",,3,"Brands are deploying creators at the 2026 World Cup to drive social engagement, reach new audiences, and participate in cultural moments around the tournament."
2026-07-02,Digiday,Nike says it expects $986 million in IEEPA tariff refunds,https://digiday.com/marketing/nike-says-it-expects-986-million-in-ieepa-tariff-refunds/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,Industry/Business,"tariffs, retail/brand business news, Nike financials",,,,,,1,"Nike announced it expects to receive approximately $986 million in refunds related to IEEPA tariffs from the U.S. government, with $965 million attributed to its North America business."
2026-07-02,Digiday,Media Briefing: ‘Surveillance pricing’ laws are coming for dynamic subscription strategies,https://digiday.com/media/media-briefing-surveillance-pricing-laws-are-coming-for-dynamic-subscription-strategies/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Privacy/Regulation","surveillance pricing, dynamic pricing, subscription strategies, publisher revenue, consumer privacy legislation, New York legislation",,,,,,3,A new 'surveillance pricing' lawsuit and pending New York legislation threaten to restrict publishers' ability to use personalized or dynamic pricing models for digital subscriptions.
2026-07-01,Digiday,What will NBCU’s conscious uncoupling from Comcast mean for brands?,https://digiday.com/media-buying/what-will-nbcus-conscious-uncoupling-from-comcast-mean-for-brands/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Ad Formats","NBCU Comcast spinoff, TV advertising, upfront negotiations, media consolidation, broadcast/cable advertising",,,,"CTV/OTT, Video",,4,NBCUniversal's planned spinoff from Comcast could reshape upfront ad negotiations and ad format strategies for brands as the media landscape continues to consolidate.
2026-07-01,Digiday,"Digiday+ Research: The marketers’ 2026 guide to creator marketing, including Duolingo, Ulta and YouTube",https://digiday.com/marketing/digiday-research-the-marketers-2026-guide-to-creator-marketing-including-duolingo-ulta-and-youtube/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Retail Media, Ad Formats, Industry/Business","influencer marketing, creator marketing, social media advertising, retail media, CTV advertising, display advertising, Instagram influencers, TikTok creators, YouTube creators",TikTok,,,"CTV/OTT, Display, Social, Video",,5,"A Digiday+ research report examines how marketers in 2026 are deploying creator and influencer marketing beyond traditional social platforms like Instagram, TikTok, and YouTube into channels such as retail media, CTV, and display advertising."
2026-07-01,Digiday,Future of TV Briefing: The 5 biggest news stories of 2026 so far,https://digiday.com/future-of-tv/future-of-tv-briefing-the-5-biggest-news-stories-of-2026-so-far/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Ad Formats, Industry/Business, Major Ad Tech Companies","CTV advertising, streaming video, digital video, TV industry trends, streaming business models",Netflix,,,"CTV/OTT, Video",,5,"A mid-year retrospective from Digiday's Future of TV Briefing recapping the five most significant developments in the TV, streaming, and digital video industry during the first half of 2026."
2026-07-01,Digiday,How Time and others are rebuilding parts of the web for AI agents,https://digiday.com/media/how-time-and-others-are-rebuilding-parts-of-the-web-for-ai-agents/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Major Ad Tech Companies, Technology, Industry/Business","AI search, agentic web, publisher strategy, AI crawlers, content discoverability, AI agents, LLM optimization","Google, OpenAI/ChatGPT",,,,,4,Publishers like Time are building AI-friendly versions of their websites to maintain content discoverability as AI agents and chatbots increasingly mediate how users find and consume information online.
2026-07-06,AdExchanger,CTV Buyers Are Getting The Show-Level Performance Optimization They’ve Always Wanted,https://www.adexchanger.com/tv/ctv-buyers-are-getting-the-show-level-performance-optimization-theyve-always-wanted/,"Programmatic, Ad Formats, Attribution/Measurement, Technology","CTV advertising, show-level reporting, content targeting, performance optimization, streaming ad measurement, programmatic CTV, contextual targeting",,,,CTV/OTT,,8,CTV advertisers are increasingly gaining access to show-level performance data and optimization capabilities that allow them to understand which streaming content their ads ran in and how it impacted campaign results.
2026-07-06,AdExchanger,Advertisers Await Programmatic Pause Ads,https://www.adexchanger.com/streaming/advertisers-await-programmatic-pause-ads/,"Programmatic, Ad Formats, Industry/Business","pause ads, CTV advertising, programmatic signals, ad format standardization, streaming TV ads, IAB Tech Lab",,,,"CTV/OTT, Video",,7,"The IAB Tech Lab is working to standardize programmatic signals for streaming TV pause ads, a format that brands are increasingly eager to adopt."
2026-07-06,AdExchanger,The World Cup Is A Live Outcomes Test For Programmatic Live Sports,https://www.adexchanger.com/on-tv-and-video/the-world-cup-is-a-live-outcomes-test-for-programmatic-live-sports/,"Programmatic, Ad Formats, Industry/Business","programmatic live sports, CTV advertising, real-time bidding, private marketplace deals, programmatic direct, live sports advertising, premium inventory programmatic access",,,,"CTV/OTT, Video",,7,"The 2026 World Cup is serving as a real-world stress test for programmatic live sports advertising, building on lessons from the 2024 Paris Olympics which first proved that premium live sports inventory could be transacted programmatically at scale."
2026-07-06,AdExchanger,"Careful, Merge Ahead; How Meta’s Marketers Use AI",https://www.adexchanger.com/daily-news-roundup/monday-06072026/,"Industry/Business, Major Ad Tech Companies, Technology","media company consolidation, ad tech organizational restructuring, AI in advertising, merger and acquisition","Meta, Google",,,,,5,"Paramount Skydance is consolidating its ad tech and product teams under former Google executive Hugh Williams, while the article also touches on how Meta's marketers are leveraging AI."
2026-07-02,AdExchanger,"Optimism On The Croisette: AI, The Open Web And Programmatic Advertising With Equativ’s Michael Lehman",https://www.adexchanger.com/content-studio/equativs-michael-lehman-on-ai-the-open-web-and-programmatic-advertising-why-hes-still-bullish/,"Programmatic, Major Ad Tech Companies, Industry/Business, Technology","programmatic advertising, open web, AI in advertising, ad tech optimism, SSP strategy",,,,,,6,Equativ President of Americas Michael Lehman shares an optimistic perspective on AI's impact on programmatic advertising and the open web in a Cannes 2026 interview with AdExchanger.
2026-07-02,AdExchanger,"People Don’t Trust AI – They Trust Creators, Says People Inc.’s Jonathan Roberts",https://www.adexchanger.com/publishers/people-dont-trust-ai-they-trust-creators-says-people-inc-s-jonathan-roberts/,"Industry/Business, Technology, Privacy/Regulation","AI content scraping, publisher monetization, creator trust, AI search interfaces, LLMs and publishing, content licensing","OpenAI/ChatGPT, Google",,,,,5,"People Inc.'s Jonathan Roberts argues that consumers trust human creators over AI, while publishers grapple with the tension between AI content surfacing and uncompensated scraping of their content by LLMs."
2026-07-02,AdExchanger,Dynamically Inserted Billboards In TV Content: Groundbreaking Or Distracting?,https://www.adexchanger.com/ctv-roundup/dynamically-inserted-billboards-in-tv-content-groundbreaking-or-distracting/,"Ad Formats, Technology, Industry/Business","dynamic ad insertion, in-content advertising, virtual product placement, CTV advertising, branded entertainment",,,,"CTV/OTT, Display, Video",,6,"The article explores the emerging practice of dynamically inserting virtual billboard advertisements into the backgrounds of TV content, examining whether this ad format represents an innovative opportunity or a viewer distraction."
2026-07-02,AdExchanger,OpenAI Seeks Ad Format Innovation; Monetizing The Post-Click Web,https://www.adexchanger.com/daily-news-roundup/thursday-02072026/,"Major Ad Tech Companies, Ad Formats, Technology, Industry/Business","conversational advertising, AI ad platforms, ad format innovation, post-click web monetization, web crawler categorization",OpenAI/ChatGPT,,,Native,,6,"OpenAI's hiring strategy signals new directions for its emerging ad platform, while Cloudflare introduces tools to categorize web crawlers amid broader questions about monetizing the post-click web."
2026-07-01,AdExchanger,"As AI Tools Multiply, Cadent And Google Cloud Make The Case For Connected Advertising Intelligence",https://www.adexchanger.com/marketers/as-ai-tools-multiply-cadent-and-google-cloud-make-the-case-for-connected-advertising-intelligence/,"Programmatic, Major Ad Tech Companies, Attribution/Measurement, Technology, Industry/Business","AI advertising tools, connected advertising intelligence, ad tech platform consolidation, planning and activation, measurement and reporting, workflow automation, cloud-based ad tech",Google,,,,,6,"Cadent and Google Cloud are making the case for unified 'connected advertising intelligence' as advertisers struggle to manage a proliferating stack of siloed AI-powered tools across planning, activation, measurement, and workflow."
2026-07-01,AdExchanger,Why Media Mergers And Spin-Offs Don’t Always Keep Their Promises,https://www.adexchanger.com/tv/why-media-mergers-and-spin-offs-dont-always-keep-their-promises/,"Industry/Business, Ad Formats","media mergers, media spin-offs, streaming, on-demand video",,,,CTV/OTT,,3,"NYU Stern professor Scott Schiller examines why media megamergers, acquisitions, and spin-offs often fail to deliver on their promises amid the rapid rise of on-demand streaming."
2026-07-22,Adweek,Samsung Swings Into the Marvel Universe to Give Spider-Man the Ultimate Gadget,https://www.adweek.com/creativity/samsung-swings-into-the-marvel-universe-to-give-spider-man-the-ultimate-gadget/,Industry/Business,"brand advertising, entertainment partnerships, product launch campaigns",,,,Video,,2,Samsung launched a Marvel-themed brand campaign featuring Spider-Man to promote its foldable Galaxy Z product line at the Samsung Galaxy Unpacked Live event.
2026-07-22,Adweek,American Eagle Shook Up Its Back-to-School Playbook to Reach a Fragmented Gen Z,https://www.adweek.com/creativity/american-eagle-shook-up-its-back-to-school-playbook-to-reach-a-fragmented-gen-z/,"Industry/Business, Ad Formats","Gen Z marketing, brand ambassador strategy, multicultural marketing, back-to-school advertising, influencer marketing, social media advertising",,,,"Social, Video",,2,"American Eagle is targeting fragmented Gen Z subcultures for back-to-school season by partnering with three brand ambassadors, including soccer star Lamine Yamal, across social and video channels."
2026-07-21,Adweek,Omnicom Media Retains Uber’s $800M Account and Expands Brazil Remit,https://www.adweek.com/agencies/omnicom-media-retains-ubers-800m-account-and-expands-brazil-remit/,Industry/Business,"media account win, agency account retention, sports marketing, holding company expansion",Uber,,,,Omnicom,3,Omnicom Media Group has retained Uber's estimated $800 million media account and expanded its remit to include Uber's sports marketing business and Brazil operations.
2026-07-21,Adweek,Mondelez&#8217;s Mindy Shaltry &amp; Wes Saraceni on Breaking Down the Marketing and Sales Divide,https://www.adweek.com/commerce/mondelezs-mindy-shaltry-wes-saraceni-on-breaking-down-the-marketing-and-sales-divide/,Industry/Business,"marketing and sales alignment, consumer experience, retail media strategy, brand marketing, shopper marketing",,,,,,3,Mondelez's Mindy Shaltry and Wes Saraceni discuss how they are breaking down silos between marketing and sales functions to create more connected consumer experiences.
2026-07-21,Adweek,How Jen Zeszut Built Goodles by Out-Weirding Industry Giants,https://www.adweek.com/brand-marketing/how-jen-zeszut-built-goodles-by-out-weirding-industry-giants/,Industry/Business,"brand building, challenger brand marketing, CPG advertising",,,,,,2,A profile of how Goodles founder Jen Zeszut grew the macaroni & cheese brand by differentiating itself in a stagnant category through unconventional marketing.
2026-07-21,Adweek,EXCLUSIVE: Behr Elevates Andy Lopez to CMO as It Paints a More Digital Future,https://www.adweek.com/brand-marketing/exclusive-behr-elevates-andy-lopez-to-cmo-as-it-paints-a-more-digital-future/,Industry/Business,"CMO appointment, digital marketing strategy, brand marketing",,,,,,2,"Behr has promoted Andy Lopez to Chief Marketing Officer, expanding his role to oversee product strategy, marketing, and innovation as the brand pursues a more digital-focused direction."
2026-07-21,Adweek,AMF&#8217;s Retro Rebrand Aims to Win Over Gen Z Without Losing the League Crowd,https://www.adweek.com/brand-marketing/amfs-retro-rebrand-aims-to-win-over-gen-z-without-losing-the-league-crowd/,Industry/Business,"brand refresh, Gen Z marketing, nostalgia marketing, audience segmentation",,,,,,1,"AMF Bowling is undergoing a retro-inspired rebrand with a new logo, tagline, and venue decor designed to attract Gen Z consumers while retaining its existing league bowling audience."
2026-07-20,Adweek,Every 2026 World Cup Ad Ranked,https://www.adweek.com/creativity/top-world-cup-ads-2026/,"Ad Formats, Industry/Business","TV advertising, sports advertising, ad effectiveness measurement, World Cup advertising, TV outcomes measurement",,,,Video,,3,Adweek ranks every 2026 FIFA World Cup TV advertisement by effectiveness using EDO's TV Outcomes Score.
2026-07-20,Adweek,Women’s Sports Are Rewriting the Fandom Playbook,https://www.adweek.com/brand-marketing/womens-sports-are-rewriting-the-fandom-playbook/,"Industry/Business, Ad Formats","women's sports advertising, sports media, fan engagement, sports sponsorship, streaming sports",,,,"CTV/OTT, Video",,3,"A sponsored fireside chat recap from an Adweek House Sports Summit, co-hosted with Scripps Sports, exploring how women's sports fandom is evolving and the advertising opportunities that come with it."
2026-07-20,Adweek,Week of July 6 Cable News Ratings: MS NOW Grows in Demo and Viewers,https://www.adweek.com/tvnewser/week-of-july-6-2026-cable-news-ratings/,Industry/Business,"cable news ratings, TV viewership",,,,,,1,"This article covers cable news ratings for the week of July 6, noting MS NOW's growth in viewership and its role in breaking the news of Lindsey Graham's death."
2026-07-22,Digiday,"The upfront market is nearly done, as sports acts as both negotiation driver and obstacle",https://digiday.com/media-buying/the-upfront-market-is-nearly-done-as-sports-acts-as-both-negotiation-driver-and-obstacle/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Ad Formats, Industry/Business","upfront advertising market, CTV advertising, streaming advertising, sports advertising, linear TV advertising, upfront negotiations",Netflix,,,"CTV/OTT, Video","GroupM, Publicis, Dentsu, WPP, Omnicom, IPG, Havas, Stagwell, Horizon Media",5,"The 2026 TV upfront market is nearing completion, with sports content serving as both a key negotiation lever and a complicating factor as buyers finalize deals with traditional media companies that lack digital or streaming offerings."
2026-07-22,Digiday,Future of TV Briefing: The streaming ad industry finally has levers to pull on quality,https://digiday.com/future-of-tv/future-of-tv-briefing-the-streaming-ad-industry-finally-has-levers-to-pull-on-quality/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Ad Formats, Industry/Business, Privacy/Regulation","CTV advertising, streaming ad quality, IAB standards, ad quality controls, media type standards, programmatic TV",,,,"CTV/OTT, Video",,7,The IAB's Redefining Media Types Standard is being positioned as a potential framework to address long-standing quality control challenges in the streaming and CTV advertising market.
2026-07-22,Digiday,Albertsons’ new ‘micro sitcom’ is a big deal for retail media,https://digiday.com/media/albertsons-new-micro-sitcom-is-a-big-deal-for-retail-media/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Retail Media, Ad Formats, Industry/Business","branded entertainment, retail media advertising, episodic content, CPG advertising, retail media creative formats",,Albertsons,,"Video, Native",,6,"Albertsons Media Collective has launched a first-of-its-kind episodic scripted branded-entertainment campaign in partnership with Procter & Gamble, marking a significant creative expansion for retail media advertising."
2026-07-22,Digiday,How Bloom Nutrition is expanding internationally,https://digiday.com/marketing/how-bloom-nutrition-is-expanding-internationally/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,Industry/Business,"international expansion, brand growth, consumer packaged goods",,,,,,1,"Bloom Nutrition is expanding its brand into international markets including Australia, France, and the U.K."
2026-07-22,Digiday,Mastercard is tapping foodie creators to drive awareness and adoption,https://digiday.com/media/mastercard-is-tapping-foodie-creators-to-drive-awareness-and-adoption/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Ad Formats, Industry/Business","creator marketing, influencer marketing, social media advertising, brand awareness, content marketing",,,,"Social, Video",,3,"Mastercard is leveraging food-focused creators in a social content series aimed at building brand awareness, consideration, and discoverability among consumers."
2026-07-22,Digiday,Fears of Big Tech bias underpin debates around W3C’s Attribution API,https://digiday.com/marketing/fears-of-big-tech-bias-underpin-debates-around-w3cs-attribution-api/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Attribution/Measurement, Privacy/Regulation, Technology, Major Ad Tech Companies","Attribution API, W3C standards, Privacy Sandbox, cookieless measurement, Big Tech bias, privacy-preserving attribution, web standards governance",Google,,Cookieless,,,7,"The article examines debate around W3C's Attribution API proposal, with critics drawing parallels to Google's Privacy Sandbox and raising concerns about Big Tech influence over web standards, while advocates argue the initiative genuinely advances user privacy."
2026-07-22,Digiday,Why agencies are taking a hybrid approach to synthetic audience research,https://digiday.com/marketing/why-agencies-are-taking-a-hybrid-approach-to-synthetic-audience-research/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Technology, Industry/Business","synthetic audiences, AI in market research, audience research, generative AI, agency services",,,,,,4,Agencies are moving past AI experimentation to integrate synthetic audience tools into mainstream market research and client services workflows.
2026-07-21,Digiday,Nike versus Adidas: Which brand won the World Cup?,https://digiday.com/marketing/nike-versus-adidas-which-brand-won-the-world-cup/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Attribution/Measurement","brand advertising, competitive analysis, sports marketing, ad spend measurement, social media analytics, media monitoring",,,,"Display, Social",,3,"Using data from AdClarity, Meltwater, Sprout Social, and MediaRadar, the article compares Nike and Adidas advertising and marketing performance during the World Cup to determine which brand came out ahead."
2026-07-21,Digiday,W3C Attribution API prompts debate over the future of web measurement,https://digiday.com/media-buying/w3c-attribution-api-prompts-debate-over-the-future-of-web-measurement/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Attribution/Measurement, Privacy/Regulation, Technology, Programmatic","cookieless measurement, browser-based attribution, cross-site tracking, web measurement, Privacy Sandbox, W3C standards, attribution API",Google,,"Cookieless, MTA",,,8,A proposed W3C Attribution API is sparking industry debate about whether browser-native measurement mechanisms can replace cross-site tracking for measuring advertising performance on the web.
2026-07-21,Digiday,"As AI automates media work, Omnicom Media is rethinking the agency business model",https://digiday.com/podcasts/as-ai-automates-media-work-omnicom-media-is-rethinking-the-agency-business-model/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Technology","AI in media planning, agency business model transformation, media automation, agency holding companies, AI-driven media strategy",,,,,Omnicom,5,"Omnicom Media Group is restructuring its agency model in response to AI-driven automation of media work, shifting its value proposition toward strategy, data, and capabilities rather than headcount and scale."
2026-07-21,Digiday,Ad Tech Briefing: Apple’s continued interest in ads,https://digiday.com/marketing/ad-tech-briefing-apples-continued-interest-in-ads/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Major Ad Tech Companies, Privacy/Regulation, Industry/Business","Apple advertising strategy, app store ads, privacy policy, search advertising, mobile advertising","Apple, Google",,,Search,,6,"A subtle Apple policy update highlights the company's quiet but continued expansion into advertising, contrasting its approach to ad monetization with Google's model."
2026-07-21,Digiday,In Graphic Detail: AI visibility is no longer about referral traffic,https://digiday.com/media/in-graphic-detail-ai-visibility-is-no-longer-about-referral-traffic/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Major Ad Tech Companies, Industry/Business, Technology","AI answer engines, agentic traffic, AI visibility, publisher strategy, referral traffic, AI search, brand visibility, content discovery","Google, OpenAI/ChatGPT",,,,,6,New data reveals that publishers are shifting their strategies beyond traditional referral traffic metrics to focus on brand visibility and agentic traffic within AI answer engines.
2026-07-21,Digiday,‘We’re starting to wonder’: Ad industry chases AI value as usage outpaces proof,https://digiday.com/media-buying/were-starting-to-wonder-ad-industry-chases-ai-value-as-usage-outpaces-proof/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Technology","AI adoption in advertising, AI ROI measurement, generative AI tools, AI value proof, ad tech AI investment",,,,,,6,"The ad industry is grappling with widespread AI tool adoption that has outpaced demonstrable proof of value or ROI, leaving stakeholders questioning whether their AI investments are paying off."
2026-07-20,Digiday,WTF: W3C’s Attribution API?,https://digiday.com/media-buying/wtf-w3cs-attribution-api/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Attribution/Measurement, Privacy/Regulation, Technology, Programmatic","browser-based ad measurement, Attribution API, W3C proposals, cookieless measurement, privacy-preserving measurement, ad attribution",Google,,"Cookieless, Attribution/Measurement",,,8,"An explainer on W3C's Attribution API proposals and what they mean for marketers, publishers, and ad tech companies navigating browser-based, privacy-preserving ad measurement."
2026-07-20,Digiday,Media Buying Briefing: China remains a tough market for holding companies to figure out,https://digiday.com/media-buying/meta-manus-groupm-bribery-case-china-challenges/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,Industry/Business,"holding company performance, China ad market, international advertising, agency growth strategy",,,,,"Publicis, Dentsu, WPP, Omnicom, IPG",3,"Major advertising holding companies are struggling to maintain or grow their presence in the Chinese ad market, which had previously been viewed as a key source of future revenue growth."
2026-07-22,AdExchanger,Comscore Wants To Make Buying Podcast Ads Feel More Like Buying CTV Or Display,https://www.adexchanger.com/audio/comscore-wants-to-make-buying-podcast-ads-feel-more-like-buying-ctv-or-display/,"Programmatic, Ad Formats, Attribution/Measurement, Industry/Business","podcast advertising, audio advertising, programmatic buying, CTV advertising, display advertising, Comscore measurement, audience measurement, podcast inventory",Spotify,,,"Audio, CTV/OTT, Display",,7,Comscore is working to bridge the podcast advertising spend gap by making podcast inventory purchasable through the same programmatic tools advertisers already use for CTV and display campaigns.
2026-07-22,AdExchanger,AMC’s Content Chief Reveals The Three-Part Formula Behind Every Hit Show,https://www.adexchanger.com/ctv-roundup/amcs-content-chief-reveals-the-three-part-formula-behind-every-hit-show/,Industry/Business,"content strategy, television programming, streaming content",,,,CTV/OTT,,1,AMC's content chief Dan McDermott outlines the three creative elements he believes are essential to producing a hit television show.
2026-07-22,AdExchanger,"Disney And Ketchup, Together At Last; The True Cost Of Better Ads",https://www.adexchanger.com/daily-news-roundup/wednesday-22072026/,"Attribution/Measurement, Industry/Business, Major Ad Tech Companies","marketing attribution, brand partnerships, CPG advertising, marketing strategy",Netflix,,,,,3,"Kraft Heinz is betting on a brand turnaround through a multiyear partnership with Disney — placing its food products in parks, resorts, and cruises and licensing Disney characters — as part of a broader marketing strategy refresh, alongside a discussion of the true cost of higher-quality advertising."
2026-07-21,AdExchanger,"Sellers Are Fed Up With Amazon, But Can They Force Change?",https://www.adexchanger.com/commerce/sellers-are-fed-up-with-amazon-but-can-they-force-change/,"Retail Media, Industry/Business","Amazon seller community, Amazon advertising ecosystem, seller dissatisfaction with Amazon, Amazon Seller Growth Summit, retail media seller relations",Amazon,Amazon Ads,,,,5,"Amazon sellers, represented by the Million Dollar Sellers community, are expressing growing frustration with Amazon's platform practices and convened in New York to discuss whether collective action can drive meaningful change."
2026-07-21,AdExchanger,Forget The Shiny Objects And Focus On Fundamentals,https://www.adexchanger.com/adexchanger-talks/forget-the-shiny-objects-and-focus-on-fundamentals/,"Industry/Business, Attribution/Measurement, Technology","marketing fundamentals, data strategy, algorithmic advertising, performance marketing, profitable growth",,,,,Havas,4,Havas Media Network's chief data and product officer Sharona Sankar-King argues on the AdExchanger Talks podcast that marketers should prioritize foundational data and performance principles over chasing trending platforms and algorithms.
